郑重	审慎,庄严,把稳,认真,隆重,谨慎,慎重,庄重
列国	各国
不甘后人	争先恐后
见缝就钻	无孔不入
作东	作主
作业	功课
等外	等内
天伦之乐	合家欢乐
彪炳	特出,杰出
迎刃而解	水到渠成,瓜熟蒂落,顺理成章
名利双收	求名求利
一钱不受	分文不取
作主	作东
违约	背信,背约,失信,爽约,失约
诬陷	诬害,诬告
连亘	绵延,绵亘
辩辞	辩词
讲解	讲明,诠释,讲授,解说
暮鼓晨钟	金口木舌
承担	承受,担当,负担,担任,担负,承当,负责
纵使	即使,纵然
循名责实	顾名思义
适宜	妥当,适合,适当,符合,相宜,妥贴,合适,妥善,得当,恰当
吃力	劳累,辛劳,费力,费劲,劳苦
气氛	氛围
丢卒保车	丢车保帅
海内	国内
海军	水兵,水师
撤回	撤退
摒挡	料理,拾掇,收拾
一气呵成	趁热打铁,一鼓作气,一挥而就
严肃	正经,严厉,庄重,严峻,肃穆,严正,庄严,威严,庄敬,端庄
酒足饭饱	大吃大喝
同舟共济	守望相助,风雨同舟,心心相印,同心协力,和衷共济,同心同德,志同道合,情投意合,安危与共,分甘共苦,同甘共苦,通力合作,同衾共枕,同心合力
作难	为难
山清水秀	柳暗花明,山明水秀
做事	办事,作工,干事,处事,劳动,工作
国色天香	倾国倾城,天姿国色
行侠仗义	抱不平,打抱不平
推卸	辞让,推托,辞谢,抵赖,推诿,推脱,推却,推辞
人之常情	人情世故
推却	辞让,推托,拒绝,辞谢,谢绝,抵赖,推诿,推脱,推卸,推辞
高不可攀	遥不可及,高不可登
匀称	均匀
骨董	古玩,古董
犯警	不法
点铁成金	点石成金
忧心如焚	忧心如捣,忧心忡忡,无忧无虑
作事	工作,劳动
奸棍	奸徒
浪子	荡子
舍身殉难	视死如归
同寅	同僚
流露	呈现,泄露,吐露,暴露,显露,表露,显示,透露,显现,表示
雷霆万钧	翻江倒海,移山倒海,排山倒海,翻天覆地,气势磅礴
限日	限期
真心实意	诚心诚意,推心置腹,一心一意,全心全意,专心致志
破烂	褴褛,破旧
浩劫	大难
井然有序	井井有条,有条不紊,井井有理,层次分明,有条有理,整齐划一
恍如隔世	隔世之感
贱卖	平沽
手疾眼快	眼明手快
梦话	呓语,梦呓
搜索	搜刮,搜寻,寻找,搜罗,寻求,搜查,探索,摸索,探寻,搜求,探求,查找
手艺	技巧,技能,技术,技艺
湮塞	阻塞,梗塞,阻滞
飘飘欲仙	超尘出世
退避	退却,畏缩,退缩
新秀	新人,少壮
踌躇满志	得意洋洋,得意忘形,自命不凡,意得志满,自鸣得意,称心如意,心满意足,趾高气扬
逢凶化吉	化险为夷,转败为胜,绝处逢生,转危为安
身段	身体,身材
才情	才思
内疚	羞愧,汗下,抱愧,忸怩,惭愧,抱歉
旅行	游览,观光,旅游,游历
施展阐发	表现
友谊	友情,情谊,交谊,友好,情义,友爱,交情,情意
认可	承认,认同
网开三面	网开一面
肥田	沃田,沃畴
卸任	离任
登场	上台,入场
积压	积存
特长	专长,善于,擅长,拿手
吊销	撤消
埋头	笃志,静心,专一,用心,专心,潜心,专注
扫地出门	扫地以尽
灵巧	矫捷,聪明,轻巧,伶俐,灵便,灵活,机灵,聪颖,活络,圆活,灵敏,精巧,灵动,乖巧,敏捷,聪敏,工致
器械	工具,东西,器材,用具
惩罚	责罚,惩办,惩处,处理,处治,刑罚,贬责,赏罚,处分,处罚
地道	纯粹,纯正,隧道
求全	责备
毋须着急	不用着急
挟恨	衔恨,怀恨
忽冷忽热	乍寒乍热
担保	保证,包管
无米之炊	无源之水
琴瑟调和	凤凰于飞,比翼双飞,夫唱妇随
孺慕	渴念,仰望
夙夜	日夕,早晚,朝夕,旦夕,晨夕
面庞	嘴脸,面孔,脸庞,面容,面目,面貌,脸蛋
令人发指	誓不两立,怒不可遏,不共戴天,怒发冲冠,势不两立,令人切齿,你死我活
体态	身形
反省	检查,检讨,反思
医疗	治疗,诊治,医治,诊疗
服装	装束,打扮
后悔无及	追悔不及,噬脐莫及
踪迹	踪影,足迹,影踪,萍踪,痕迹,形迹,行踪,脚迹,影迹
静默	缄默
调演	会演
空想	妄想,梦想,幻想,妄图,逸想
共同努力	同心协力,集思广益,群策群力,通力合作
寥落	稀少,零落,稀疏
居住	寓居,栖身
胸有成算	成竹在胸,胸中有数
失之交臂	失诸交臂,当面错过
遁词	饰词,托词
浮皮潦草	浮皮蹭痒
旅店	旅舍,旅馆,栈房,旅社,客栈,客店,酒店
不成	不可,不行
流露透露	显露表露
凡是有	凡有
良策	上策,善策
安然	平安,安好,坦然,安定
不知好歹	不识好歹,不识抬举
险要	陡峭,险峻
笔心	笔芯
效劳	服务,出力,效力,服从
辞行	拜别,离别,告别,告辞,离去,辞别
爱护保重	珍惜
峨冠博带	华冠丽服
检点	检核检束,检核,检束
鼎峙	鼎立
藉端	借端,托故
后顾之忧	黄雀在后
效力	出力,效率,听命,功能,作用,功用,效能,效劳,功效,效用
眉月	初月,新月,月牙
威望	声望,威名,声威,威信,威声,权威
方枘圆凿	水火不容,格格不入
丰沛	充沛
夙昔	昔时,昔日,以前,从前,往时,往日
盘绕	围绕,环绕
若干	多少,几何,几多,几许
仗势	挟势
百无禁忌	童言无忌
苟求不已	诛求无厌
水至清则无鱼	水清无鱼
望眼将穿	望眼欲穿,望穿秋水
物美价廉	价廉物美
诸多忌惮	缩手缩脚
发话器	话筒
起草	草拟
google	谷歌
成天	整日,整天,终日,一天,全日
平易近民	平易近人,和蔼可亲
出尔反尔	翻云覆雨,食言而肥,反复无常,朝三暮四,言而无信,反复不定,三反四覆,自食其言,言而不信
变更	更改,改换,变卦,转换,更正,调换,改革,改变,更动,变换,蜕变,改动,转变,变化,调动,转移,变动
心力交瘁	身心交病,精疲力竭
覆信	回音,复信,复书,回信
今朝	当前,目前,方今,现在,此刻,而今,如今
洗心革面	闻过则喜,从善如流,痛改前非,洗手不干,改邪归正,脱胎换骨,改头换面,改过自新
艺苑	艺林,艺坛
亲切	亲热,关切,和蔼,热情,亲密,贴近,密切,亲昵,热心
胡说八道	信口开河,天花乱坠,语无伦次,胡言乱语,不见经传,条理不清,口不择言,信口雌黄,一簧两舌,言三语四,瞎三话四,颠三倒四
乱来	瞎搅,糊弄
枷锁束缚	桎梏
光芒万丈	光辉灿烂
私见	偏见,成见,意见
堆集	堆积,积累,积聚,聚积
路程	旅程,路途,途程,行程
功课	作业
而已	罢了,云尔
顽固	固执,执拗,倔强,保守,执著
萍浮	萍泊
命运坎坷	偃蹇困穷,穷途潦倒
核准	准许,批准,照准
率土归心	天下归心
推后	推迟
随随便便	马马虎虎
老实	忠厚,老诚,诚恳,忠诚,憨厚,赤诚,诚实,厚道,诚笃,忠实,敦厚,敦朴,淳厚
黯淡	昏暗,惨淡,晦暗,昏黑,幽暗,黑暗,暗淡,惨然,暗澹,阴暗
眼去眉来	眉目传情
恃势凌人	狗仗人势,仗势欺人,狐假虎威
慢慢悠悠	慢条斯理
攀缘	攀爬,攀登
国困民艰	民穷财尽
海域	海疆
假如	假若,若是,倘使,倘若,如果,要是,假使,借使,假设,如若
压抑	禁止,克制,贬抑,抑制,压制,制止,压迫,抑遏,箝制,遏抑
天罗地网	网罗密布
老家	故里,梓里,乡里,家乡,故乡,家园,梓乡
帮助	接济,扶助,援手,援助,扶持,资助,匡助,支持,佐理,扶植,协助,援救,辅助,协理,帮忙,补助,襄助,襄理,赞助
鼎盛	腾达,旺盛,壮盛
测验考试	尝试
风云变幻	风云突变
幸灾乐祸	落井下石
便当	方便,便利
无足轻重	无关宏旨,无关紧要,细枝末节,轻于鸿毛,可有可无,无关大局
豪侠好义	英雄仗义
豪爽	豪迈,大方,奔放,豪放,旷达,豪宕
瞠目结舌	目瞪口呆,张口结舌,理屈词穷,哑口无言,面面相觑
不三不四	不伦不类,非驴非马
脉脉含情	含情脉脉
瘠土	荒地
原委	始末,源委,经过
侵袭	侵犯,侵略
拊膺切齿	怒气冲天,怒火万丈,怒不可遏,怒发冲冠,怒火中烧
联婚	联姻,缔姻
念头	想法,动机
超群脱俗	逸群绝俗
推翻	颠覆,倾覆,打倒,捣毁,推倒,撤销
龌龊	邋遢,肮脏,恶浊,污秽
轻举妄动	为非作歹,胆大妄为,胡作非为,鼠目寸光
倾斜	歪斜
尚方宝剑	上方宝剑
贞洁	纯洁
飒爽英姿	英姿飒爽
鞭挞	扑挞,鞭笞,扑打,拷打,抨击,鞭策
讨价还价	斤斤计较
傲慢无礼	傲慢少礼
方士	术士
岁终	年末,年终,年关,年尾,年底
东鳞西爪	一鳞半爪
一般	平常,寻常,大凡,一样平常,通常,普通,日常,普遍
舞弊	作弊
奖励	赏赐,嘉奖,表彰,嘉勉
镜破钗分	恩断义绝
润泽	滋润,润湿,津润
根深柢固	坚不可摧,积重难返
钱庄	银号
恩将仇报	忘恩负义,反戈一击,过河拆桥,以怨报德,养老鼠咬布袋
纵横捭阖	兵不厌诈
盼望	祈望,期望,希望,希冀,期待,渴望,指望,盼愿,巴望,企望
枕流漱石	枕石漱流
相形见绌大相径庭	黯然失色
梦熊	弄璋,兰梦
艰苦朴素	克勤克俭,勤勤俭俭
琢磨	砥砺,考虑,斟酌,研讨,探究,揣摩,推敲,研究,商讨,探求
离去	拜别,离别,告别,辞行,告辞
比照	对比,对照
堂堂正正	名正言顺,大公无私,大公至正,光明正大
通风	透风
亚肩迭背	肩摩毂击
抵拒	抗拒,反抗,抵挡,抵御,抵抗
装束	妆饰,装扮,打扮服装,服装,修饰,打扮,粉饰,装饰,妆束
司空见惯	层出不穷,屡见不鲜,无独有偶,不足为奇,习以为常,数见不鲜,多如牛毛,层见迭出,家常便饭
万般	千般,百般
急急巴巴	慌慌张张,快快当当,急急忙忙
青葱	青翠,翠绿
抵触	抵牾,冲突
丑陋	貌寝,难看,丑恶,寝陋
鹏程万里	前途似锦
伐毛洗髓	荡垢涤污
时光虚掷	马齿徒增
邀请	聘请,约请
窜改	篡改,修改,改动,删改
峻厉	严厉,严酷
扣押	拘留,逮捕,拘留收禁,拘禁,拘捕,收禁,监禁
惧怕	怯生生,害怕,恐惧,畏缩,忌惮,畏怯,恐怕,怯怯,胆怯,胆寒
三翻四复	意马心猿,犹豫不决,优柔寡断,三心二意,心猿意马,心神不定,神不守舍
放龙入海	养虎遗患,放虎归山
山颠	山巅
十日	旬日
忠实	忠厚,老诚,忠诚,憨厚,赤诚,诚实,厚道,诚笃,老实,敦厚,敦朴,淳厚,诚挚
革除	清除,根除,铲除
角门	脚门
王八	乌龟
太高	过高
耻与为伍	洁身自好,明哲保身
奢求	苛求
刚烈	刚强,刚毅,猛烈
水准	水平
旷野	郊野,田野,荒野,原野,野外
缄默	沉默是金,沉默,静默,默然
削发	落发,出家
爱钱如命	爱财如命
跟随	扈从,跟从,伴随,追随,随从,随同,尾随,跟班,陪同
变化无穷	变幻莫测,千变万化,变化多端,瞬息万变
鸿图	弘图,鸿猷
弃文就武	弃文竞武,投笔从戎
截然不同	判然不同,天渊之别,霄壤之别,大相径庭,半斤八两,千差万别,迥然不同
天台	露台,晒台
根本治理	正本清源
旷世	绝代
符合	契合,适合,切合,合乎,吻合,相符,适宜,合适
状况	景遇,情形,情况,景况,状态,情状,境况,处境,情景
克服	降服,战胜,制胜,克制,征服
急公好义	慷慨仗义,成人之美,大公无私
亏损	蚀本,耗损,亏蚀,损失,亏本,亏空,亏折,赔本,亏欠,吃亏
言行相顾	言行一致
病症	症状
辘集	麋集
克期	刻期
携同	带同
刀光血影	刀光剑影
承袭	承继,继承,秉承,承受
鹏图	鸿猷
骊歌高唱	阳关三迭
冲弱	稚子
棘手	辣手,难办
调配	分配
闭口无言	缄口藏舌,缄口无言,缄口结舌
遑急	急迫,紧急,弁急,火急,急切
水来土掩	针锋相对
升天	去世,归天,牺牲,逝世,圆寂,作古,死亡,仙游,弃世,亡故,仙逝
暴露无遗	原形毕露
说黄道黑	说黑道白,说长道短
省墓	扫墓
货币	泉币,钱银,货泉,钱币
依然如故	荡然无存,一了百了,依然故我,一成不变
寺库	当铺
尘寰	凡间,世间,人间,红尘,尘世,阳间,人世,尘凡,尘间
极点	顶点
梵刹	佛寺
凶恶	狰狞,残暴,残忍,凶横,凶猛,暴虐,野蛮,邪恶,暴戾,凶暴,横暴,凶狠,险恶,凶残,凶险,刁恶,恶毒,狞恶,狠毒,粗暴,阴恶
退席	离席,缺席
免了吧	算了吧
无非	不过
小我私家	个人
恬淡	淡泊,澹泊
茶房	跑堂,侍役
高风峻节	高风亮节
筹算	盘算,计算,企图,打算
修饰	点缀,装点,装饰,妆饰,藻饰,粉饰,妆扮,润饰,润色,掩饰,装束,妆点,打扮,装扮
不问可知	不言而喻
攀高	攀登
发明	发现,创造,独创
筛选	挑选
晒台	露台,天台
老僧	老衲
重新努力别辟门户	另起炉灶
伪装	装作,假装
那时	当时,其时
言语	措辞,语言,讲话,说话
逃出生天	跳出火炕
猝然	陡然,倏忽,蓦然,骤然,顿然,遽然,蓦地,猛然,乍然,忽地,突然,卒然,忽然
古董	古玩,骨董
方寸已乱	心慌意乱
铜驼荆棘	残山剩水
白色恐怖	腥风血雨
捐募	捐献
宅兆	坟墓
烂漫	绚烂,灿烂,烂缦,绚丽
建交	邦交,缔交
底下	下面
各国	列国
焦心	着急,发急,焦灼,焦躁,焦虑,焦急,焦炙
幽魂	幽灵,阴魂,鬼魂
叹惋	叹惜
千算万算不值天一划	人算不如天算
工致	精细,精巧,精致,工整,灵巧,精美
似漆如胶	水乳交融,胶漆相投,如胶似漆
互异	各别,差异
无妨	不妨
叹惜	叹惋
失约	负约,背信,食言,背约,失信,毁约,失期,爽约,违约,误期
醒目	注目,精通,夺目,耀眼,能干,显眼,刺眼
妥善	妥当,伏贴,适当,妥帖,稳当,安妥,妥贴,适宜,稳妥,停当,得当,恰当
不肯	不愿
破费	破钞,破耗,花消,消耗,花费,耗费
惬意	写意,舒适,舒服,满意,称心,舒畅
冰天雪窖	滴水成冰
访古寻幽	探寻胜迹
连缀	接连,联缀,连绵
末了	最后,结尾,末尾,着末,末端
应答	应对
不然的话	否则
不屑一顾	等闲视之,嗤之以鼻,不足挂齿
虏掠	劫掠
鳃鳃过虑	杞天之忧
射手	弓手
掌管	职掌,担任,操纵,主持,把握,掌握,控制,负责,控制结构
有心	故意,蓄意,蓄志,蓄谋,有意,存心
舢舨	舢板
获利	收获,得益,赢利,赚钱
使女	丫头,丫鬟,女仆,婢女
作者	作家
随侍	陪侍
哄骗	诈欺,利用,欺骗,愚弄,诳骗,诈骗
联袂	连袂,携手
结婚	成家,立室,完婚,娶亲,成亲,成婚
偷袭	狙击,掩袭
操作把持	驾驭
随便	轻易,任意,随意,自便,恣意,马虎,肆意
浅浅	淡淡
攀龙附凤	趋炎附势,接贵攀高,攀高结贵,攀高接贵
记实	记录
举足轻重	大有可观
病弱	虚弱
如意	称心,得意,顺心,快意,惬心,满意,舒服
残渣余孽	污泥浊水,残兵败将
定亲	订婚
千里冰封	天寒地冻
受孕	怀胎,妊娠,怀孕
留恋不舍	流连忘返
唯其	惟其
呱呱坠地	呱呱堕地
离奇	奇异,怪异,新奇,古怪,奇怪,瑰异,稀奇,奇妙
肝胆相照	丹诚相许,开诚布公,忠心耿耿,真心诚意,开诚相见,披肝沥胆,推心置腹,赤胆忠心,开心见诚,坦怀相待,推诚相见,沥胆披肝,肝胆照人
开始	初步,早先,入手下手,起头,最先,开端,起源,首先,起始,开头,着手,起首,发端,发轫,起先,起初,初阶,先河,先导,入手,开首,起点
呕吐	吐逆
一去不复返	人去楼空
慌忙	慌张,匆忙,急忙,慌乱
投宿	投寄,寄宿
失落	失踪,丢失,掉,失去
如释重负	轻装上阵
佳宾	嘉宾
回去	归去
糟糕	蹩脚,糟,倒霉
妇孺皆知	家喻户晓,众所周知
障碍	阻碍,故障,窒碍,荆棘,困难,妨碍,阻挠,停滞,波折,阻滞,窒塞,阻挡
坐井观天	井蛙之见,一孔之见,管中窥豹,目光如豆,牖中窥日,井底之蛙,一知半解,瓮天之见,鼠目寸光,以蠡测海,孤陋寡闻,以管窥天,寡见少闻
共事	同事
委谢	萎谢
胆战心惊	心惊胆战,毛骨悚然,人心惶惶,心惊肉跳,提心吊胆,惊心动魄,惶惶不安,不寒而栗,人人自危,惊恐万状,心惊胆落,担惊受怕
怪僻	怪异,古怪,奇怪,奇异,瑰异
商标	招牌,字号,牌号
千锤百炼	精益求精,字斟句酌,百炼成钢
密友	石友,心腹,知音,好友,老友,挚友,知交,知友,知己,相知,知心
后继乏人	后继无人
糟糠	荆布
偏远	偏僻
扰乱	骚扰,搅扰,干扰,滋扰,打搅,骚动扰攘侵犯,侵扰,打扰,捣乱,烦扰
检举	举报,揭发
请问	请示,就教,请教,求教,讨教,叨教
经过议定	议决
回扣	背工,夹帐
容隐	包庇
视为心腹	百依百顺
先下手为强	先发制人
踩踏辚轹	蹂躏踹踏
远足	郊游
土崩瓦解	溃不成军,一败涂地,狼狈不堪,冰消瓦解,一触即溃,一蹶不振,落花流水,风声鹤唳,分崩离析,豆剖瓜分,四分五裂,支离破碎,分化瓦解,危如累卵
瘦语	切口
上去	下来
后劲	潜力
和事老	和事佬,鲁仲连
拙见	鄙见
甜美	甘甜,甜蜜
脾性	性情,脾气
威力	能力
阔佬	阔老
扪心自问	抚躬自问
效尤	仿照,效颦,效法,仿效
冒犯	冲撞,冲犯,干犯,搪突,得罪,开罪,冲克,触犯
莲开并蒂	双宿双飞
聪明一世，胡涂一时	聪明一世
同宗同气	同出一脉
检察	查看,查察,审查,察看
美满	幸福,圆满,完善,完满,完竣
二、	2、
产业	家当,物业,财产,工业,家产,资产
告辞	拜别,离别,告别,握别,辞行,离去,辞别
穷年累月	日积月累,积年累月,长年累月
栈单	提单
花腔	花样
起家	起身,发迹
定罪	治罪,入罪,科罪
心宽体胖	心广体胖
一暴十寒	三心二意
青鸟术	堪舆术
相继	接踵
猜中	料中
粗放	疏漏,粗疏
势不可当	势如破竹,所向无敌,长驱直入,所向披靡,当者披靡,势不可挡
雄心	弘愿,壮志,大志,宏愿
检核检束	检点
把稳	郑重,慎重,当心,留心,审慎,小心,留意
前功尽弃	功亏一篑,功败垂成,半途而废
称颂	赞许,称誉,称道,颂扬,赞赏,颂赞,赞扬,称赞,赞颂,讴歌,赞美,赞叹,称扬,揄扬,歌颂,夸奖
赌誓发愿	赌咒发誓
楚楚可人​	楚楚动人
师傅	师父
很久	永久,久远,好久,良久,许久,长远
校对	校正,校阅,订正,核对,校订,考订,雠校
凶残	狰狞,阴毒,狂暴,残暴,残忍,凶横,暴戾,凶悍,蛮横,凶暴,粗暴,横暴,凶狠,凶恶,悍戾,狞恶,狠毒,雕悍
寇仇	仇敌,仇人
线人	耳目
蒙昧无知	愚昧无知
飘泊	流落,流离,流散,流浪
断梗飘蓬	萍踪浪迹
纷纭	纷繁,纷纷
徇私枉法	贪赃枉法
抬头	仰面,昂首,仰头
文化	文明
纷纷	纷繁,纷纭
暴跌	狂跌
喜气洋洋	喜笑颜开,得意洋洋,春风满面,欢天喜地,眉飞色舞,笑逐颜开,春风得意,欢欣鼓舞,眉开眼笑,兴高彩烈
除旧更新	革故鼎新,改弦易辙
一干二净	六根清净,一尘不染
八竿子打不着	八棍子撂不着
分裂	瓦解,碎裂,支解,割据,决裂,瓜分,分开,分袂,破裂,割裂,分化,分离,盘据,分割,散乱,破碎,离别,离散,肢解,星散
疑虑	疑惑
解任	撤职,免除,免职,罢免
一念之差	一差二错
乐和和	乐呵呵
同砚	同学,同窗
昭雪	平反,翻案,申雪,雪冤
半吐半露	半吞半吐
